原子,中文名,原子
原子,性质,永不停息地做无规则运动
学问,语言,中文
学问,主办单位,吉林文学艺术界联合会
学问,创刊时间,1990年
学问,主管单位,吉林文学艺术界联合会
学问,国内刊号,CN 22-1273/C
学问,国际刊号,ISSN 1009-5241
学问,编辑单位,学问杂志社编辑部
学问,外文名称,Learning
学问,中文名称,学问
学问,刊社地址,长春市朝阳区人民大街167号
学问,出版周期,月刊
学问,类别,教育
学问,定价,15元人民币
学问,通讯地址,北京市海淀区100048-27信箱
学问,邮发代号,12-254
发光强度,国际单位,candela（坎德拉
发光强度,简称,光强
发光强度,别名,发光度
发光强度,计算,基尔霍夫积分定理计算
发光强度,中文名,发光强度
伪科学,外文名,Pseudoscience
伪科学,中文名,伪科学
分类,出处,《书·舜典》
分类,外文名,Classification
分类,拼音,fēnlèi
分类,中文名,分类
自然世界,影片类型,记录片
自然世界,上映时间,2012
自然世界,中文名,自然世界
自然世界,影片语言,国语
团体动力学,提出者,库尔特·勒温(Kurt Lewin)
团体动力学,外文名,group dynamics
团体动力学,别称,群体动力学
团体动力学,提出时间,1939年
团体动力学,中文名,团体动力学
真理,外文名,verities; satya; Truth
真理,真理分类,绝对真理和相对真理
真理,定义,永恒不变唯真正理
真理,中文名,真理
真理,解释,客观事物及规律在头脑中正确反映
心理学,外文名,Psychology
心理学,希腊语词根,psyche
心理学,研究内容,心理现象的发生、发展和活动规律
心理学,中文名,心理学
心理学,学科门类,一级学科
费耶阿本德,出生地,维也纳
费耶阿本德,外文名,Paul Feyerabend
费耶阿本德,毕业院校,维也纳大学
费耶阿本德,逝世日期,1994年2月11日
费耶阿本德,中文名,保罗·费耶阿本德
费耶阿本德,代表作品,《反对方法》
费耶阿本德,国籍,美国
费耶阿本德,出生日期,1924年1月13日
费耶阿本德,职业,科学哲学家
妇科学,外文名,Gynecology
妇科学,现代先驱,林巧稚
妇科学,中文名,妇科学
妇科学,性质,医学学科
化学,二级学科,无机、有机、物化、分析、高分子
化学,外文名,Chemistry
化学,专业代码,0703
化学,学科级别,一级学科
化学,中文名,化学
康有为,出生地,广东省广州府南海县丹灶苏村
康有为,外文名,Kang Youwei
康有为,国籍,中国
康有为,逝世日期,1927年3月31日
康有为,别名,康祖诒、康南海
康有为,信仰,改良主义
康有为,中文名,康有为
康有为,代表作品,《新学伪经考》、《孔子改制考》、《人类公理》、《广艺舟双楫》、《康子篇》
康有为,出生日期,1858年3月19日
康有为,职业,政治家、思想家、教育家
康有为,民族,汉族
康有为,主要成就,"发起公车上书
组织强学会，宣传维新思想
帮助光绪帝进行戊戌变法"
热力学,外文名,thermodynamics
热力学,学科性质,物理学的分支
热力学,研究,物质的热运动性质及其规律
热力学,全称,热动力学
热力学,中文名,热力学
热力学,特征,遵循热力学定律
动力系统,外文名,dynamical system
动力系统,作用,空间中的一个点随时间演化情况
动力系统,定义,数学上的一个概念
动力系统,中文名,动力系统
探究,外文名,probe into
探究,拼音,tàn jiū
探究,中文名,探究
探究,注音,ㄊㄢˋ ㄐㄧㄨ
摩尔,表示,物质的量
摩尔,外文名,mole
摩尔,单位符号,mol
摩尔,旧称,克分子、克原子
摩尔,中文名,摩尔
摩尔,简称,摩
辛亥革命,外文名,The Revolution of 1911
辛亥革命,结果,清帝退位，民国建立，袁世凯上台
辛亥革命,目的,推翻清政府，建立民主共和国
辛亥革命,爆发时间,1911年（辛亥年）10月10日
辛亥革命,中文名,辛亥革命
辛亥革命,领导人,孙文，黄兴，蒋翊武，黎元洪等
辛亥革命,结束时间,1912年2月12日
生命科学,外文名,Biology
生命科学,主要课题,生命科学的概念与研究内容等
生命科学,中文名,生命科学
生命科学,显著特点,分子生物学的突破性成果
面向对象程序设计,外文名,Object Oriented Programming
面向对象程序设计,中文名,面向对象程序设计
面向对象程序设计,属性,计算机编程架构
数学史,外文名,The History of Mathematics
数学史,中文名,数学史
玻尔兹曼常数,外文名,Boltzmann constant
玻尔兹曼常数,符号,k或kB
玻尔兹曼常数,中文名,波尔兹曼常数
玻尔兹曼常数,数值,1.3806505(24) × 10^-23 J/K
玻尔兹曼常数,相关约化单位,kT=0.025852 eV (T=300K时)
函数论,含义,实变函数论和复变函数论的总称
函数论,分类,实函数论
函数论,作用,研究函数的连续性、可微性和可积
函数论,中文名,函数论
地心说,外文名,The geocentric theory
地心说,适用领域范围,天体研究
地心说,提出时间,古希腊时代
地心说,中文名,地心说
地心说,别称,天动说
地心说,提出者,欧多克斯
地心说,应用学科,天体学
动物考古学,词性,专有名词
动物考古学,又称,“骨骼考古学”
动物考古学,中文名,动物考古学
动物考古学,定义,研究古遗址出土动物遗存的学科
病理学,外文名,pathology
病理学,研究方法,五大研究方法
病理学,医学比喻,“桥梁学科”和“权威诊断”
病理学,中文名,病理学
病理学,医学地位,基础医学与临床医学的桥梁学科
病理学,主要任务,四大任务
数学分析,外文名,Mathematical Analysis
数学分析,理论基础,极限理论
数学分析,所属学科,数学
数学分析,研究内容,函数、极限、微积分、级数
数学分析,学科特点,抽象、严谨、应用广泛
数学分析,中文名,数学分析
化学电脑,特点,同时解决许多问题
化学电脑,作用,整个开关网能相互联
化学电脑,中文名,化学电脑
化学电脑,采用,碳基化学制品
微观经济学,外文名,Microeconomics
微观经济学,别称,个体经济学，小经济学
微观经济学,内容,均衡价格理论、消费者行为理论等
微观经济学,中文名,微观经济学
安培,外文名,ampere
安培,适用领域范围,电学
安培,提出时间,1820年
安培,中文名,安培
安培,提出者,安培
安培,应用学科,电学
安培,表达式,I＝U/R
农业工程,外文名,agricultural engineering
农业工程,维保,基层人员
农业工程,中文名,农业工程
西周,直到孙子,周幽王
西周,主要诸侯国,晋、燕、齐、楚、卫等
西周,朝代,东周
西周,英文名称,the Zhou Dynasty
西周,主要民族,华夏族
西周,所属洲,亚洲
西周,国家领袖,周武王、周成王、周康王等
西周,政治体制,分封制
西周,简称,周
西周,中文名称,西周
西周,货币,布币、刀币
西周,建立时间,约前11世纪
西周,主要城市,雒邑、朝歌、亳、临淄等
西周,首都,镐京、洛邑
海洋生物学,外文名,marine biology
海洋生物学,中文名,海洋生物学
海洋生物学,所属学科,海洋科
地球物理学,外文名,Geophysics
地球物理学,授予学位,理学学士
地球物理学,专业层次,本科
地球物理学,分类,理论地球物理 应用地球物理
地球物理学,中文名,地球物理学
地球物理学,主干学科,地质学、物理学
地球物理学,修业年限,4年
地球物理学,专业代码,070801
病理生理学,外文名,Pathologic Physiology
病理生理学,拼音,binglishenglixue
病理生理学,别名,Pathophysiology
病理生理学,拉丁文名,Pathophysiology
病理生理学,中文名,病理生理学
病理生理学,属性,基础医学理论学科之一
毒物学,是指,一些进入生物体后通过
毒物学,历史起源,1790年，一位名叫约翰梅斯
毒物学,毒物,对于毒物，迄今为止还没有一
毒物学,中文名,毒物学
形式,中文名,形式
意思,外文名,meaning
意思,拼音,yì sī
意思,词义,思想/心思
意思,中文名,意思
意思,类别,词汇
意思,类型,概念
藻类学,外文名,phycology
藻类学,研究内容,分类、形态、构造、生态、生理
藻类学,属于,生态学
藻类学,中文名,藻类学
编译器,外文名,Compiler
编译器,适用领域范围,计算机，单片机，编程语言
编译器,提出时间,20世纪50年代末
编译器,中文名,编译器
编译器,别称,译码器
